method,corruption_type,valid_before,valid_after,strict_valid,exact_match,field_match,clean_snippet,corrupted_snippet,repaired_snippet
coordrep_mlm,missing_charge,False,False,False,False,0.5,[Metal:Fe|ox:+2|d:d6|CN:14]{trans:L1:N:1--L2:N:1}|L1=[H]OC1C,[Metal:Fe|ox:|d:d6|CN:14]{trans:L1:N:1--L2:N:1}|L1=[H]OC1C(N,[Fe];ox=;d=6;CN=14{trans:L1:N:1--L2:N:1}|L1=[H]OC1C(NC2C(NC3
coordrep_mlm,missing_charge,False,False,False,False,0.3333,[Metal:Co|ox:+2|d:d7|CN:5]<ShapeBest:TBP|Class:ideal|Delta:2,[Metal:Co|ox:|d:d7|CN:5]<ShapeBest:TBP|Class:ideal|Delta:2|V,[Co];ox=;d=7;CN=5<Shape:>{trans:L1:P:1--L2:P:1}|L1=[H]C([H])
coordrep_mlm,missing_charge,False,False,False,False,0.3333,[Metal:Ru|ox:+2|d:d6|CN:6]<ShapeBest:TPr|Class:irreg|Delta:1,[Metal:Ru|ox:|d:d6|CN:6]<ShapeBest:TPr|Class:irreg|Delta:1|V,[Ru];ox=;d=6;CN=6<Shape:>{trans:L1:C:1--L5:Cl:1}{trans:L1:O:
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:Y|CN:4]<ShapeBest:Td|Class:good|Delta:2|V:1.41,4.56>|","[Metal:Y|CN:4]<ShapeBest:Td|Class:good|Delta:2|V:1.41,4.56>|",[Y];CN=4<Shape:>|L1=[H]C([H])([H])C1=C2(C([H])([H])[H])C([Si
coordrep_mlm,token_swap,False,False,False,False,0.5,[Metal:Ti|CN:8]|L1=[H]O1O=C1C([H])([H])N(C([H])([H])C1=OO1)C,[Metal:Ti|CN:8]|L1=[H]O1O=C1C([H])([H])N(C([H])([H])C1=OO1)C,[Ti];CN=8|L1=[H]O1O=C1C([H])([H])N(C([H])([H])C1=OO1)C([H])(
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:W|CN:6]<ShapeBest:Oh|Class:dist|Delta:1|V:3.88,5.65>{","[Metal:W|CN:6]<ShapeBest:Oh|Class:dist|Delta:1|V:3.88,5.65>{",[W];CN=6<Shape:>{trans:L1:C:1--L2:C:1}{trans:L3:C:1--L4:C:1}
coordrep_mlm,token_swap,False,False,False,False,0.3333,[Metal:Co|ox:+2|d:d7|CN:8]{trans:L1:N:1--L1:O:2}{trans:L1:N:,[Metal:Co|ox:+2|d:d7|CN:8]{trans:L1:N:1--L1:O:2}{trans:L1:N:,[Co];ox=+2;d=7;CN=8{trans:L1:N:1--L1:O:2}{trans:L1:N:2--L1:O
coordrep_mlm,token_swap,False,False,False,False,0.1667,[Metal:Ru|ox:+2|d:d6|CN:6]<ShapeBest:TPr|Class:dist|Delta:2|,[Metal:Ru|ox:+2|d:d6|CN:6]<ShapeBest:TPr|Class:dist|Delta:2|,[Ru];ox=+2;d=6;CN=6<Shape:>{trans:L1:N:1--L2:S:1}{trans:L1:N
coordrep_mlm,token_swap,False,False,False,False,0.3333,[Metal:Ru|ox:+2|d:d6|CN:8]{trans:L1:N:1--L2:N:2}{trans:L2:N:,[Metal:Ru|ox:+2|d:d6|CN:8]{trans:L1:N:1--L2:N:2}{trans:L2:N:,[Ru];ox=+2;d=6;CN=8{trans:L1:N:1--L2:N:2}{trans:L2:N:1--L3:C
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:Zr|CN:6]<ShapeBest:Oh|Class:irreg|Delta:1|V:11.72,13.","[Metal:Zr|CN:6]<ShapeBest:Oh|Class:irreg|Delta:1|V:11.72,13.",[Zr];CN=6<Shape:>|L1=[H]C1C(Cl)C2([H])C1C(O)C2C([H])([H])N(C
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:Tc|CN:6]<ShapeBest:Oh|Class:dist|Delta:1|V:3.79,5.46>","[Metal:Tc|CN:6]<ShapeBest:Oh|Class:dist|Delta:1|V:3.79,5.46>",[Tc];CN=6<Shape:>{trans:L1:C:1--L2:C:1}{trans:L3:C:1--L4:C:1
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:Mn|CN:6]<ShapeBest:Oh|Class:dist|Delta:2|V:3.95,8.91>","[Metal:Mn|CN:6]<ShapeBest:Oh|Class:dist|Delta:2|V:3.95,8.91>",[Mn];CN=6<Shape:>{trans:L1:N:1--L1:N:4}{trans:L1:N:2--L1:N:3
coordrep_mlm,token_swap,False,False,False,False,0.1667,[Metal:Fe|ox:+2|d:d6|CN:6]<ShapeBest:Oh|Class:dist|Delta:3|V,[Metal:Fe|ox:+2|d:d6|CN:6]<ShapeBest:Oh|Class:dist|Delta:3|V,[Fe];ox=+2;d=6;CN=6<Shape:>|L1=[H]C1C([H])C(OC([H])([H])[H])
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:Os|CN:6]<ShapeBest:Oh|Class:irreg|Delta:3|V:28.90,36.","[Metal:Os|CN:6]<ShapeBest:Oh|Class:irreg|Delta:3|V:28.90,36.",[Os];CN=6<Shape:>|L1=[H]C([H])([H])C1C(C([H])([H])[H)]C(C([H
coordrep_mlm,token_swap,False,False,False,False,0.3333,[Metal:Ru|ox:+2|d:d6|CN:8]|L1=[H]OC1([H])C2C(C(C34C5([H])C6(,[Metal:Ru|ox:+2|d:d6|CN:8]|L1=[H]OC1([H])C2C(C(C34C5([H])C6(,[Ru];ox=+2;d=6;CN=8|L1=[H]OC1([H])C2C(C(C34C5([H])C6([H)]C3(
coordrep_mlm,token_swap,False,False,False,False,0.5,[Metal:W|CN:7]{trans:L1:N:1--L4:Br:1}{trans:L1:N:2--L4:Br:1},[Metal:W|CN:7]{trans:L1:N:1--L4:Br:1}{trans:L1:N:2--L4:Br:1},[W];CN=7{trans:L1:N:1--L4:Br:1}{trans:L1:N:2--L4:Br:1}{trans
coordrep_mlm,token_swap,False,False,False,False,0.1667,[Metal:Ru|ox:+2|d:d6|CN:6]<ShapeBest:Oh|Class:ideal|Delta:3|,[Metal:Ru|ox:+2|d:d6|CN:6]<ShapeBest:Oh|Class:ideal|Delta:3|,[Ru];ox=+2;d=6;CN=6<Shape:>{trans:L1:C:1--L2:C:1}{trans:L1:P
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:W|CN:6]<ShapeBest:Oh|Class:dist|Delta:2|V:3.30,5.65>{","[Metal:W|CN:6]<ShapeBest:Oh|Class:dist|Delta:2|V:3.30,5.65>{",[W];CN=6<Shape:>{trans:L1:C:1--L2:C:1}{trans:L1:C:2--L3:C:1}
coordrep_mlm,token_swap,False,False,False,False,0.3333,[Metal:Ru|ox:+2|d:d6|CN:9]|L1=[H]C1C([H])C(C([H])(C([H])([H],[Metal:Ru|ox:+2|d:d6|CN:9]|L1=[H]C1C([H])C(C([H])(C([H])([H],[Ru];ox=+2;d=6;CN=9|L1=[H]C1C([H])C(C([H])(C([H])([H])[H])C(
coordrep_mlm,token_swap,False,False,False,False,0.3333,[Metal:Ru|ox:+2|d:d6|CN:9]{trans:L1:C:3--L3:Cl:1}|L1=[H]C1C(,[Metal:Ru|ox:+2|d:d6|CN:9]{trans:L1:C:3--L3:Cl:1}|L1=[H]C1C(,[Ru];ox=+2;d=6;CN=9{trans:L1:C:3--L3:Cl:1}|L1=[H]C1C(C([H])(
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:Cr|CN:5]<ShapeBest:TBP|Class:irreg|Delta:2|V:11.42,13","[Metal:Cr|CN:5]<ShapeBest:TBP|Class:irreg|Delta:2|V:11.42,13",[Cr];CN=5<Shape:>|L1=[H]C1=C([H])C(C([H])(C([H])([H])[H])C(]
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:Mn|CN:5]<ShapeBest:TBP|Class:dist|Delta:1|V:4.66,5.21","[Metal:Mn|CN:5]<ShapeBest:TBP|Class:dist|Delta:1|V:4.66,5.21",[Mn];CN=5<Shape:>{trans:L1:P:1--L2:P:2}{trans:L1:P:2--L2:P:1
coordrep_mlm,token_swap,False,False,False,False,0.1667,[Metal:Ru|ox:+2|d:d6|CN:5]<ShapeBest:SPY|Class:dist|Delta:0|,[Metal:Ru|ox:+2|d:d6|CN:5]<ShapeBest:SPY|Class:dist|Delta:0|,[Ru];ox=+2;d=6;CN=5<Shape:>{trans:L1:N:1--L2:C:1}{trans:L3:C
coordrep_mlm,token_swap,False,False,False,False,0.5,[Metal:Ta|CN:9]{trans:L1:C:5--L2:C:1}|L1=[H]C1C([H])C([H])C(,[Metal:Ta|CN:9]{trans:L1:C:5--L2:C:1}|L1=[H(C1C][H])C([H])C(,[Ta];CN=9{trans:L1:C:5--L2:C:1}|L1=[H(C1C][H])C([H])C(C(C([H
coordrep_mlm,token_swap,False,False,False,False,0.5,[Metal:Sc|CN:7]|L1=[H]C1=C([H])N(C23C4([H])C5([H])C2(C([H])(,[Metal:Sc|CN:7]|L1=[H]C1=C([H])N(C23C4([H])C5([H])C2(C([H])(,[Sc];CN=7|L1=[H]C1=C([H])N(C23C4([H])C5([H])C2(C([H])(C([H])
coordrep_mlm,token_swap,False,False,False,False,0.1667,[Metal:Ru|ox:+2|d:d6|CN:5]<ShapeBest:SPY|Class:ideal|Delta:1,[Metal:Ru|ox:+2|d:d6|CN:5]<ShapeBest:SPY|Class:ideal|Delta:1,[Ru];ox=+2;d=6;CN=5<Shape:>{trans:L1:O:1--L2:C:1}|L1=[H]CC1C
coordrep_mlm,token_swap,False,False,False,False,0.3333,[Metal:Ru|ox:+2|d:d6|CN:7]{trans:L2:C:1--L3:O:1}|L1=[H]C([H],[Metal:Ru|ox:+2|d:d6|CN:7]{trans:L2:C:1--L3:O:1}|L1=[H]C([H],[Ru];ox=+2;d=6;CN=7{trans:L2:C:1--L3:O:1}|L1=[H]C([H])([H])C
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:Ir|CN:5]<ShapeBest:SPY|Class:ideal|Delta:1|V:1.64,0.9","[Metal:Ir|CN:5]<ShapeBest:SPY|Class:ideal|Delta:1|V:1.64,0.9",[Ir];CN=5<Shape:>{trans:L1:C:1--L3:Cl:1}|L1=[H]C1C([H])C2([H
coordrep_mlm,token_swap,False,False,False,False,0.3333,[Metal:Ru|ox:+2|d:d6|CN:8]{trans:L1:N:1--L3:P:1}{trans:L2:N:,[Metal:Ru|ox:+2|d:d6|CN:8]{trans:L1:N:1--L3:P:1}{trans:L2:N:,[Ru];ox=+2;d=6;CN=8{trans:L1:N:1--L3:P:1}{trans:L2:N:1--L4:P
coordrep_mlm,token_swap,False,False,False,False,0.3333,[Metal:Fe|ox:+2|d:d6|CN:8]|L1=[H]C([H])([H])C1C(C([H])([H])[,[Metal:Fe|ox:+2|d:d6|CN:8]|L1=[H]C[(H])([H])C1C(C([H])([H])[,[Fe];ox=+2;d=6;CN=8|L1=[H]C[(H])([H])C1C(C([H])([H])[H])C(C(
coordrep_mlm,token_swap,False,False,False,False,0.5,[Metal:Re|CN:8]{trans:L1:C:1--L3:N:1}{trans:L2:C:1--L3:O:1}{,[Metal:Re|CN:8]{trans:L1:C:1--L3:N:1}{trans:L2:C:1--L3:O:1}{,[Re];CN=8{trans:L1:C:1--L3:N:1}{trans:L2:C:1--L3:O:1}{trans:
coordrep_mlm,token_swap,False,False,False,False,0.3333,[Metal:Fe|ox:+2|d:d6|CN:7]{trans:L1:C:2--L2:C:1}|L1=[H]C([H],[Metal:Fe|ox:+2|d:d6|CN:7]{trans:L1:C:2--L2:C:1}|L1=[H]C([H],[Fe];ox=+2;d=6;CN=7{trans:L1:C:2--L2:C:1}|L1=[H]C([H])([H])C
coordrep_mlm,token_swap,False,False,False,False,0.3333,[Metal:Rh|ox:+2|d:d7|CN:7]{trans:L1:C:1--L2:C:2}{trans:L1:C:,[Metal:Rh|ox:+2|d:d7|CN:7]{trans:L1:C:1--L2:C:2}{trans:L1:C:,[Rh];ox=+2;d=7;CN=7{trans:L1:C:1--L2:C:2}{trans:L1:C:2--L2:C
coordrep_mlm,token_swap,False,False,False,False,0.5,[Metal:Hf|CN:11]{trans:L1:C:3--L2:C:4}|L1=[H]C1C([H])C([H])C,[Metal:Hf|CN:11]{trans:L1:C:3--L2:C:4}|L1=[H]C1C([H])C([H])C,[Hf];CN=11{trans:L1:C:3--L2:C:4}|L1=[H]C1C([H])C([H])C([Si](
coordrep_mlm,token_swap,False,False,False,False,0.1667,[Metal:Ru|ox:+2|d:d6|CN:6]<ShapeBest:Oh|Class:irreg|Delta:2|,[Metal:Ru|ox:+2|d:d6|CN:6]<ShapeBest:Oh|Class:irreg|Delta:2|,[Ru];ox=+2;d=6;CN=6<Shape:>|L1=[H]C1=C([H])C(C([H])NC([H])(C
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:V|CN:6]<ShapeBest:Oh|Class:dist|Delta:1|V:4.39,6.36>{","[Metal:V|CN:6]<ShapeBest:Oh|Class:dist|Delta:1|V:4.39,6.36>{",[V];CN=6<Shape:>{trans:L1:N:1--L3:Cl:1}{trans:L1:N:2--L2:N:1
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:W|CN:6]<ShapeBest:Oh|Class:dist|Delta:2|V:3.60,8.47>{","[Metal:W|CN:6]<ShapeBest:Oh|Class:dist|Delta:2|V:3.60,8.47>{",[W];CN=6<Shape:>{trans:L1:C:1--L2:C:1}{trans:L3:C:1--L4:C:1}
coordrep_mlm,token_swap,False,False,False,False,0.5,[Metal:Ir|CN:8]|L1=[H]C([H])([H])C1C(C([H])([H])[H])C(C([H]),[Metal:Ir|CN:8]|L1=[H]C([H])([H])C1C(C([H])([H])[H])C(C([H]),[Ir];CN=8|L1=[H]C([H])([H])C1C(C([H])([H])[H])C(C([H])([H])[
coordrep_mlm,token_swap,False,False,False,False,0.5,[Metal:Zr|CN:8]|L1=[H]C([H])(C1=OO1)N1C([H])([H])C([H])([H]),[Metal:Zr|CN:8]|L1=[H]C([H])(C1=OO1)N1C([H])([H])C(]H[)([H]),[Zr];CN=8|L1=[H]C([H])(C1=OO1)N1C([H])([H])C(]H[)([H])N(C([H
coordrep_mlm,token_swap,False,False,False,False,0.3333,[Metal:Fe|ox:+2|d:d6|CN:8]|L1=[H]C1C([H])C([H])C([H])C1[H]|L,[Metal:Fe|ox:+2|d:d6|CN:8]|L1=[H]C1C([H])C([H])C([H])C1[H]|L,[Fe];ox=+2;d=6;CN=8|L1=[H]C1C([H])C([H])C([H])C1[H]|L2=O=CC=
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:Hf|CN:4]<ShapeBest:Td|Class:good|Delta:1|V:1.06,2.98>","[Metal:Hf|CN:4]<ShapeBest:Td|Class:good|Delta:1|V:1.06,2.98>",[Hf];CN=4<Shape:>|L1=[H]C1=C([H])C(NC2([H])C([H])([H])C([H])
coordrep_mlm,token_swap,False,False,False,False,0.1667,[Metal:Rh|ox:+3|d:d6|CN:6]<ShapeBest:TPr|Class:dist|Delta:1|,[Metal:Rh|ox:+3|d:d6|CN:6]<ShapeBest:TPr|Class:dist|Delta:1|,[Rh];ox=+3;d=6;CN=6<Shape:>|L1=[H]C1C([H])C([H])([H])C([H])(
coordrep_mlm,token_swap,False,False,False,False,0.1667,[Metal:Fe|ox:+2|d:d6|CN:6]<ShapeBest:TPr|Class:irreg|Delta:2,[Metal:Fe|ox:+2|d:d6|CN:6]<ShapeBest:TPr|Class:irreg|Delta:2,[Fe];ox=+2;d=6;CN=6<Shape:>{trans:L1:N:1--L2:O:1}{trans:L1:N
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:Mo|CN:6]<ShapeBest:TPr|Class:dist|Delta:1|V:6.04,4.50","[Metal:Mo|CN:6]<ShapeBest:TPr|Class:dist|Delta:1|V:6.04,4.50",[Mo];CN=6<Shape:>|L1=[H]C1C(C2C(O)C3([H])C([H])C(OC([H])([H]
coordrep_mlm,token_swap,False,False,False,False,0.5,[Metal:W|CN:8]{trans:L1:N:3--L3:N:1}{trans:L1:N:3--L3:O:1}{f,[Metal:W|CN:8]{trans:L1:N:3--L3:N:1}{trans:L1:N:3--L3:O:1}{f,[W];CN=8{trans:L1:N:3--L3:N:1}{trans:L1:N:3--L3:O:1}{fm:fac}
coordrep_mlm,token_swap,False,False,False,False,0.5,[Metal:Os|CN:7]{trans:L1:N:1--L3:P:1}{trans:L1:N:2--L2:C:1}{,[Metal:Os|CN:7]{trans:L1:N:1--L3:P:1}{trans:L1:N:2--L2:C:1}{,[Os];CN=7{trans:L1:N:1--L3:P:1}{trans:L1:N:2--L2:C:1}{trans:
coordrep_mlm,token_swap,False,False,False,False,0.1667,[Metal:Ru|ox:+2|d:d6|CN:5]<ShapeBest:TBP|Class:dist|Delta:0|,[Metal:Ru|ox:+2|d:d6|CN:5]<ShapeBest:TBP|Class:dist|Delta:0|,[Ru];ox=+2;d=6;CN=5<Shape:>{trans:L1:O:1--L2:C:1}|L1=[H]CC(C
coordrep_mlm,token_swap,False,False,False,False,0.3333,[Metal:Ru|ox:+2|d:d6|CN:7]{trans:L2:C:1--L3:N:1}{trans:L2:O:,[Metal:Ru|ox:+2|d:d6|CN:7]{trans:L2:C:1--L3:N:1}{trans:L2:O:,[Ru];ox=+2;d=6;CN=7{trans:L2:C:1--L3:N:1}{trans:L2:O:1--L3:N
coordrep_mlm,token_swap,False,False,False,False,0.5,[Metal:V|CN:9]{trans:L2:O:2--L3:O:1}|L1=[H]C(=NN1OC1C(C([H]),[Metal:V|CN:9]{trans:L2:O:2--L3:O:1}|L1=[H]C(=NN1OC1C(C([H]),[V];CN=9{trans:L2:O:2--L3:O:1}|L1=[H]C(=NN1OC1C(C([H])([H])[
coordrep_mlm,token_swap,False,False,False,False,0.1667,[Metal:Rh|ox:+1|d:d8|CN:4]<ShapeBest:SP|Class:irreg|Delta:2|,[Metal:Rh|ox:+1|d:d8|CN:4]<ShapeBest:SP|Class:irreg|Delta:2|,[Rh];ox=+1;d=8;CN=4<Shape:>{trans:L1:N:1--L2:C:1}{trans:L1:N
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:W|CN:6]<ShapeBest:Oh|Class:dist|Delta:1|V:6.15,8.13>{","[Metal:W|CN:6]<ShapeBest:Oh|Class:dist|Delta:1|V:6.15,8.13>{",[W];CN=6<Shape:>{trans:L1:P:1--L2:P:1}{trans:L1:P:2--L3:P:1}
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:Cr|CN:5]<ShapeBest:SPY|Class:good|Delta:0|V:1.02,1.00","[Metal:Cr|CN:5]<ShapeBest:SPY|Class:good|Delta:0|V:1.02,1.00",[Cr];CN=5<Shape:>{trans:L1:P:1--L1:P:2}{fm:mer}|L1=[H]C1C([H
coordrep_mlm,token_swap,False,False,False,False,0.3333,[Metal:Rh|ox:+2|d:d7|CN:8]|L1=[H]C([H])([H])C1C(C([H])([H])[,[Metal:Rh|ox:+2|d:d7|CN:8]|L1=[H]C([H])([H])C1C(C([H])([H])],[Rh];ox=+2;d=7;CN=8|L1=[H]C([H])([H])C1C(C([H])([H])]H[)C(C(
coordrep_mlm,token_swap,False,False,False,False,0.1667,[Metal:Ru|ox:+2|d:d6|CN:6]<ShapeBest:Oh|Class:dist|Delta:2|V,[Metal:Ru|ox:+2|d:d6|CN:6]<ShapeBest:Oh|Class:dist|Delta:2|V,[Ru];ox=+2;d=6;CN=6<Shape:>{trans:L1:N:1--L3:P:1}{trans:L1:N
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:Ir|CN:5]<ShapeBest:TBP|Class:dist|Delta:3|V:7.35,13.2","[Metal:Ir|CN:5]<ShapeBest:TBP|Class:dist|Delta:3|V:7.35,13.2",[Ir];CN=5<Shape:>{trans:L1:C:1--L2:C:1}{trans:L3:C:1--L4:Cl:
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:Re|CN:6]<ShapeBest:Oh|Class:dist|Delta:1|V:5.86,7.11>","[Metal:Re|CN:6]<ShapeBest:Oh|Class:dist|Delta:1|V:5.86,7.11>",[Re];CN=6<Shape:>{trans:L1:N:1--L2:C:1}{trans:L1:N:2--L3:C:1
coordrep_mlm,token_swap,False,False,False,False,0.5,[Metal:Mo|CN:8]|L1=[H]C1C(S)NC(C([H])([H])[H])C([H])C1[H]|L2,[Metal:Mo|CN:8]|L1=[H]C1C(S)NC(C([H])([H)][H])C([H])C1[H]|L2,[Mo];CN=8|L1=[H]C1C(S)NC(C([H])([H)][H])C([H])C1[H]|L2=[H]C1
coordrep_mlm,token_swap,False,False,False,False,0.3333,[Metal:Ru|ox:+2|d:d6|CN:9]{trans:L1:N:1--L4:Cl:1}{trans:L2:P,[Metal:Ru|ox:+2|d:d6|CN:9]{trans:L1:N:1--L4:Cl:1}{trans:L2:P,[Ru];ox=+2;d=6;CN=9{trans:L1:N:1--L4:Cl:1}{trans:L2:P:1--L3:
coordrep_mlm,token_swap,False,False,False,False,0.3333,[Metal:Ru|ox:+2|d:d6|CN:9]{trans:L1:C:4--L2:P:2}|L1=[H]C1C([,[Metal:Ru|ox:+2|d:d6|CN:9]{trans:L1:C:4--L2:P:2}|L1=[H]C1C([,[Ru];ox=+2;d=6;CN=9{trans:L1:C:4--L2:P:2}|L1=[H]C1C([H])C(C(
coordrep_mlm,token_swap,False,False,False,False,0.5,[Metal:Nb|CN:7]{trans:L1:P:1--L1:P:2}{trans:L2:Cl:1--L3:Cl:1,[Metal:Nb|CN:7]{trans:L1:P:1--L1:P:2}{trans:L2:Cl:1--L3:Cl:1,[Nb];CN=7{trans:L1:P:1--L1:P:2}{trans:L2:Cl:1--L3:Cl:1}|L1=[
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:W|CN:5]<ShapeBest:TBP|Class:ideal|Delta:2|V:0.10,3.35","[Metal:W|CN:5]<ShapeBest:TBP|Class:ideal|Delta:2|V:0.10,3.35",[W];CN=5<Shape:>{trans:L4:N:1--L5:Cl:1}|L1=[H]C([H])C(C([H])
coordrep_mlm,token_swap,False,False,False,False,0.5,[Metal:Zr|CN:12]{trans:L1:C:1--L2:C:4}|L1=[H]C1C2C(C(C([H])(,[Metal:Zr|CN:12]{trans:L1:C:1--L2:C:4}|L1=[H]C1C2C(C(C([H])(,[Zr];CN=12{trans:L1:C:1--L2:C:4}|L1=[H]C1C2C(C(C([H])([H])[H
coordrep_mlm,token_swap,False,False,False,False,0.5,[Metal:Os|CN:9]|L1=[H]C1C(C([H])(C([H])([H])[H])C([H])([H])[,[Metal:Os|CN:9]|L1=[H]C1C(C([H])(C[(H])([H])[H])C([H])([H])[,[Os];CN=9|L1=[H]C1C(C([H])(C[(H])([H])[H])C([H])([H])[H])C2(
coordrep_mlm,token_swap,False,False,False,False,0.3333,"[Metal:Ti|CN:6]<ShapeBest:TPr|Class:dist|Delta:0|V:5.52,5.22","[Metal:Ti|CN:6]<ShapeBest:TPr|Class:dist|Delta:0|V:5.52,5.22",[Ti];CN=6<Shape:>{trans:L1:P:1--L2:O:1}|L1=[H]C([H])([H])P(C
coordrep_mlm,token_swap,False,False,False,False,0.3333,[Metal:Ru|ox:+2|d:d6|CN:8]{trans:L1:N:1--L2:N:2}{trans:L1:N:,[Metal:Ru|ox:+2|d:d6|CN:8]{trans:L1:N:1--L2:N:2}{trans:L1:N:,[Ru];ox=+2;d=6;CN=8{trans:L1:N:1--L2:N:2}{trans:L1:N:2--L3:O
coordrep_mlm,token_swap,False,False,False,False,0.5,[Metal:W|CN:9]|L1=[H]C([H])(C1C(C([H])([H])C23C4([H])C5([H]),[Metal:W|CN:9]|L1=[H]C([H])(C1C(C([H])([H])C23C4([H])C5([H]),[W];CN=9|L1=[H]C([H])(C1C(C([H])([H])C23C4([H])C5([H])C2([H]
